2026-02-10 15:47:17.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1242) | response=81 tokens | total=1.32K tokens (1323) | latency=4248ms
2026-02-20 17:06:25.794 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.49K tokens (1493) | response=71 tokens | total=1.56K tokens (1564) | latency=1045ms
2026-02-20 17:06:27.324 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.76K tokens (1757) | response=79 tokens | total=1.84K tokens (1836) | latency=1523ms
2026-02-23 10:25:13.194 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.45K tokens (1453) | response=84 tokens | total=1.54K tokens (1537) | latency=3002ms
2026-02-23 10:25:20.184 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.54K tokens (1543) | response=115 tokens | total=1.66K tokens (1658) | latency=1440ms
2026-02-23 10:25:24.183 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.21K tokens (2209) | response=108 tokens | total=2.32K tokens (2317) | latency=1959ms
2026-02-23 10:25:25.529 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.48K tokens (2482) | response=129 tokens | total=2.61K tokens (2611) | latency=1342ms
2026-02-23 10:25:30.581 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=91 tokens | total=1.23K tokens (1230) | latency=2745ms
2026-02-23 10:25:37.564 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.21K tokens (1209) | response=119 tokens | total=1.33K tokens (1328) | latency=1403ms
2026-02-23 10:29:30.075 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1557) | response=139 tokens | total=1.70K tokens (1696) | latency=202262ms
2026-02-23 10:29:31.021 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1677) | response=39 tokens | total=1.72K tokens (1716) | latency=918ms
2026-02-23 10:29:32.831 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.78K tokens (1777) | response=82 tokens | total=1.86K tokens (1859) | latency=1569ms
2026-02-23 10:29:34.027 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1840) | response=64 tokens | total=1.90K tokens (1904) | latency=1157ms
2026-02-23 10:29:35.961 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1842) | response=96 tokens | total=1.94K tokens (1938) | latency=1812ms
2026-02-23 10:29:36.763 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1601) | response=20 tokens | total=1.62K tokens (1621) | latency=726ms
2026-02-23 10:29:38.112 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.54K tokens (1544) | response=71 tokens | total=1.62K tokens (1615) | latency=1327ms
2026-02-23 10:29:39.669 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.52K tokens (1517) | response=86 tokens | total=1.60K tokens (1603) | latency=1355ms
2026-02-25 19:14:49.625 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.45K tokens (1453) | response=84 tokens | total=1.54K tokens (1537) | latency=4027ms
2026-02-25 19:14:56.392 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1551) | response=108 tokens | total=1.66K tokens (1659) | latency=1546ms
2026-02-25 19:15:01.490 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1672) | response=46 tokens | total=1.72K tokens (1718) | latency=934ms
2026-02-25 19:15:11.965 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1792) | response=118 tokens | total=1.91K tokens (1910) | latency=2697ms
2026-02-25 19:15:13.270 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1865) | response=45 tokens | total=1.91K tokens (1910) | latency=1294ms
2026-02-25 19:16:14.915 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2230) | response=37 tokens | total=2.27K tokens (2267) | latency=1597ms
2026-02-25 19:17:06.601 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.51K tokens (2514) | response=147 tokens | total=2.66K tokens (2661) | latency=21598ms
2026-02-25 19:17:41.692 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=91 tokens | total=1.23K tokens (1230) | latency=2931ms
2026-02-25 19:18:14.586 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.50K tokens (1495) | response=62 tokens | total=1.56K tokens (1557) | latency=1420ms
2026-02-25 19:18:46.551 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1850) | response=71 tokens | total=1.92K tokens (1921) | latency=1731ms
2026-02-25 19:47:08.878 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.45K tokens (1453) | response=84 tokens | total=1.54K tokens (1537) | latency=3940ms
2026-02-25 19:47:15.959 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1551) | response=108 tokens | total=1.66K tokens (1659) | latency=2525ms
2026-02-25 19:47:19.339 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1672) | response=46 tokens | total=1.72K tokens (1718) | latency=978ms
2026-02-25 19:47:29.737 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1792) | response=118 tokens | total=1.91K tokens (1910) | latency=2730ms
2026-02-25 19:47:31.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1865) | response=45 tokens | total=1.91K tokens (1910) | latency=1376ms
2026-02-25 19:48:32.680 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2230) | response=37 tokens | total=2.27K tokens (2267) | latency=1491ms
2026-02-25 19:49:06.473 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.51K tokens (2514) | response=146 tokens | total=2.66K tokens (2660) | latency=3698ms
2026-02-25 19:50:12.412 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=91 tokens | total=1.23K tokens (1230) | latency=2958ms
2026-02-25 19:50:27.817 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.50K tokens (1500) | response=60 tokens | total=1.56K tokens (1560) | latency=1029ms
2026-02-25 19:50:28.713 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.77K tokens (1771) | response=24 tokens | total=1.80K tokens (1795) | latency=874ms
2026-02-26 09:34:03.637 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1474) | response=86 tokens | total=1.56K tokens (1560) | latency=4333ms
2026-02-26 09:34:09.121 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.57K tokens (1572) | response=112 tokens | total=1.68K tokens (1684) | latency=1710ms
2026-02-26 09:34:13.482 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.69K tokens (1693) | response=51 tokens | total=1.74K tokens (1744) | latency=1595ms
2026-02-26 09:34:21.173 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.82K tokens (1819) | response=84 tokens | total=1.90K tokens (1903) | latency=3061ms
2026-02-26 09:34:22.574 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1891) | response=45 tokens | total=1.94K tokens (1936) | latency=1324ms
2026-02-26 09:34:30.082 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2020) | response=33 tokens | total=2.05K tokens (2053) | latency=906ms
2026-02-26 09:34:32.054 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2019) | response=95 tokens | total=2.11K tokens (2114) | latency=1917ms
2026-02-26 09:35:09.912 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.26K tokens (2258) | response=126 tokens | total=2.38K tokens (2384) | latency=7736ms
2026-02-26 09:41:41.156 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.42K tokens (1422) | response=90 tokens | total=1.51K tokens (1512) | latency=5500ms
2026-02-26 09:41:46.685 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.52K tokens (1520) | response=82 tokens | total=1.60K tokens (1602) | latency=1223ms
2026-02-26 09:41:50.653 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.64K tokens (1641) | response=76 tokens | total=1.72K tokens (1717) | latency=1226ms
2026-02-26 09:41:57.438 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.75K tokens (1745) | response=93 tokens | total=1.84K tokens (1838) | latency=2208ms
2026-02-26 09:41:58.654 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.82K tokens (1817) | response=45 tokens | total=1.86K tokens (1862) | latency=1189ms
2026-02-26 09:42:08.453 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1946) | response=77 tokens | total=2.02K tokens (2023) | latency=1354ms
2026-02-26 09:42:09.723 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1945) | response=49 tokens | total=1.99K tokens (1994) | latency=1205ms
2026-02-26 09:42:12.673 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.52K tokens (2519) | response=229 tokens | total=2.75K tokens (2748) | latency=2828ms
2026-02-26 09:42:14.203 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.61K tokens (2608) | response=119 tokens | total=2.73K tokens (2727) | latency=1504ms
2026-02-26 09:42:16.548 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.66K tokens (2662) | response=114 tokens | total=2.78K tokens (2776) | latency=1876ms
2026-02-26 09:42:19.282 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.63K tokens (2630) | response=115 tokens | total=2.75K tokens (2745) | latency=1815ms
2026-02-26 09:42:21.533 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.61K tokens (2609) | response=135 tokens | total=2.74K tokens (2744) | latency=2243ms
2026-02-26 09:42:31.165 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.19K tokens (2190) | response=163 tokens | total=2.35K tokens (2353) | latency=9616ms
2026-02-26 09:42:36.060 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.16K tokens (1160) | response=87 tokens | total=1.25K tokens (1247) | latency=2331ms
2026-02-26 09:42:41.465 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1239) | response=120 tokens | total=1.36K tokens (1359) | latency=1550ms
2026-02-26 09:43:13.803 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1605) | response=134 tokens | total=1.74K tokens (1739) | latency=2055ms
2026-02-26 09:43:15.175 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.74K tokens (1739) | response=63 tokens | total=1.80K tokens (1802) | latency=1297ms
2026-02-26 09:43:16.705 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1871) | response=71 tokens | total=1.94K tokens (1942) | latency=1278ms
2026-02-26 09:43:17.969 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=64 tokens | total=2.04K tokens (2039) | latency=1091ms
2026-02-26 09:43:20.401 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.01K tokens (2012) | response=87 tokens | total=2.10K tokens (2099) | latency=2248ms
2026-02-26 09:43:21.694 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.75K tokens (1747) | response=33 tokens | total=1.78K tokens (1780) | latency=1212ms
2026-02-26 09:43:23.004 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.72K tokens (1717) | response=100 tokens | total=1.82K tokens (1817) | latency=1251ms
2026-02-26 10:02:23.804 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.40K tokens (1397) | response=79 tokens | total=1.48K tokens (1476) | latency=3944ms
2026-02-26 10:02:29.984 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.49K tokens (1494) | response=105 tokens | total=1.60K tokens (1599) | latency=1686ms
2026-02-26 10:02:35.956 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1616) | response=80 tokens | total=1.70K tokens (1696) | latency=1265ms
2026-02-26 10:02:45.500 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.72K tokens (1719) | response=88 tokens | total=1.81K tokens (1807) | latency=1873ms
2026-02-26 10:02:46.607 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1792) | response=45 tokens | total=1.84K tokens (1837) | latency=1091ms
2026-02-26 10:02:55.920 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1920) | response=33 tokens | total=1.95K tokens (1953) | latency=1046ms
2026-02-26 10:02:58.167 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1920) | response=120 tokens | total=2.04K tokens (2040) | latency=2203ms
2026-02-26 10:03:30.679 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2170) | response=149 tokens | total=2.32K tokens (2319) | latency=2396ms
2026-02-26 10:03:32.136 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.20K tokens (2204) | response=115 tokens | total=2.32K tokens (2319) | latency=1432ms
2026-02-26 10:03:34.315 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.26K tokens (2257) | response=104 tokens | total=2.36K tokens (2361) | latency=1628ms
2026-02-26 10:03:37.440 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2226) | response=128 tokens | total=2.35K tokens (2354) | latency=2139ms
2026-02-26 10:03:39.974 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.42K tokens (2420) | response=99 tokens | total=2.52K tokens (2519) | latency=2523ms
2026-02-26 10:03:41.369 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.33K tokens (2328) | response=84 tokens | total=2.41K tokens (2412) | latency=1381ms
2026-02-26 10:03:46.694 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.16K tokens (1160) | response=87 tokens | total=1.25K tokens (1247) | latency=2402ms
2026-02-26 10:03:53.224 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1239) | response=120 tokens | total=1.36K tokens (1359) | latency=1815ms
2026-02-26 10:04:25.781 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1602) | response=91 tokens | total=1.69K tokens (1693) | latency=2328ms
2026-02-26 10:08:44.595 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.97K tokens (1968) | response=141 tokens | total=2.11K tokens (2109) | latency=228617ms
2026-02-26 16:06:58.381 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.40K tokens (1397) | response=79 tokens | total=1.48K tokens (1476) | latency=3661ms
2026-02-26 16:07:11.279 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.49K tokens (1494) | response=105 tokens | total=1.60K tokens (1599) | latency=1563ms
2026-02-26 16:07:26.267 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1616) | response=80 tokens | total=1.70K tokens (1696) | latency=1130ms
2026-02-26 16:07:49.872 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.72K tokens (1719) | response=88 tokens | total=1.81K tokens (1807) | latency=2556ms
2026-02-26 16:07:51.861 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1792) | response=45 tokens | total=1.84K tokens (1837) | latency=1973ms
2026-02-26 16:08:08.601 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1920) | response=33 tokens | total=1.95K tokens (1953) | latency=1501ms
2026-02-26 16:08:10.886 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1920) | response=120 tokens | total=2.04K tokens (2040) | latency=2188ms
2026-02-26 16:08:45.580 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2173) | response=163 tokens | total=2.34K tokens (2336) | latency=4582ms
2026-02-26 16:08:47.122 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.21K tokens (2206) | response=115 tokens | total=2.32K tokens (2321) | latency=1511ms
2026-02-26 16:08:49.380 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.26K tokens (2260) | response=116 tokens | total=2.38K tokens (2376) | latency=1739ms
2026-02-26 16:08:52.807 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2254) | response=136 tokens | total=2.39K tokens (2390) | latency=2523ms
2026-02-26 16:08:54.506 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.43K tokens (2433) | response=83 tokens | total=2.52K tokens (2516) | latency=1696ms
2026-02-26 16:08:56.322 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.34K tokens (2340) | response=91 tokens | total=2.43K tokens (2431) | latency=1809ms
2026-02-26 16:27:52.500 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.38K tokens (1379) | response=79 tokens | total=1.46K tokens (1458) | latency=5015ms
2026-02-26 16:28:05.874 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.48K tokens (1476) | response=109 tokens | total=1.59K tokens (1585) | latency=1430ms
2026-02-26 16:28:17.926 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1613) | response=48 tokens | total=1.66K tokens (1661) | latency=988ms
2026-02-26 16:28:37.975 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.73K tokens (1733) | response=45 tokens | total=1.78K tokens (1778) | latency=1516ms
2026-02-26 16:29:09.927 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.11K tokens (2110) | response=77 tokens | total=2.19K tokens (2187) | latency=1722ms
2026-02-26 16:29:11.511 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2183) | response=94 tokens | total=2.28K tokens (2277) | latency=1569ms
2026-02-26 16:29:12.799 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.21K tokens (2213) | response=33 tokens | total=2.25K tokens (2246) | latency=1231ms
2026-02-26 16:29:14.698 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2174) | response=50 tokens | total=2.22K tokens (2224) | latency=1837ms
2026-02-26 16:29:50.194 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.43K tokens (2429) | response=212 tokens | total=2.64K tokens (2641) | latency=5395ms
